Inbound Rate(bit/s),Outbound Rate(bit/s),Inbound Bandwidth Utilization(%),Outbound Bandwidth Utilization(%),Label
0.9220512039137588,1.367496226650741,0.9220518580479187,1.367914718671558,0
0.9246080430960095,1.4060965295474033,0.9246086701068885,1.4065128047644528,0
0.9315115088880863,1.4599225074755269,0.9314268355974744,1.4601212576712508,0
0.9290825116649482,1.4770781976518212,0.9288700235385046,1.477275962601426,0
0.9578469524652681,1.5152496082940763,0.9578472268734949,1.5158740486943205,0
0.9857591135381711,1.5422698203217398,0.9859721595221622,1.5416061060895834,0
0.9994382031632121,1.5894479683065492,0.9996084905033342,1.5887815446475655,0
1.0036996018002966,1.6027436281931775,1.0038698439349505,1.603791911461469,0
1.0006313947815957,1.5978113672674927,1.0004607611896572,1.597358897112653,0
0.9507730307277079,1.5467731889930172,0.9506029260397475,1.545894782322127,0
0.8532722299112162,1.4022364992577372,0.8534440677988974,1.4022241285319086,0
0.9279319340329354,1.4018076070033298,0.9280177528521815,1.4022241285319086,0
1.1753487389020574,1.4989517026265966,1.175176251885923,1.498719343764145,0
1.4211462122890872,1.5795834464551801,1.4210563448901798,1.5802041921824777,0
1.6321706727975083,1.5081728860963548,1.6319933397551838,1.5072966962292327,0
1.6998842971407797,1.5457009583569987,1.6997488593178813,1.545894782322127,0
1.6157642880447332,1.5905201989425677,1.6158001967150417,1.5909258827638375,0
1.8138340966964175,1.6593574057749487,1.8139531312851969,1.659544702484539,0
1.42988207949511,1.7607904239422891,1.4300051870965738,1.7603285939493183,0
1.64589237640892,1.7016032928340736,1.6460558060795172,1.702431464809977,0
1.8934796372235254,1.5817279077272168,1.8936404404564207,1.5823485302987497,0
1.9155536821636228,1.6168970725886203,1.9153733429576631,1.6166579401591001,0
1.878266444089134,1.6902376480922787,1.8782995681026022,1.6895654361123453,0
1.971591074241283,1.6657907895910593,1.9716232082549976,1.6659777168333545,0
1.958764264343659,1.67050860438954,1.958839147960149,1.670266393065898,0
1.827896712198796,1.639199469817803,1.8280155976095303,1.6402456594380916,0
1.95377842793827,1.6053169817196216,1.9537255238422093,1.605936249577741,0
1.9144883325043516,1.6250460254223602,1.91452107227134,1.6252352926241882,0
1.970184812691045,1.604244751083603,1.9703448022255128,1.603791911461469,0
1.5839742542120834,1.7372013499498844,1.5838400459779198,1.7367408746703275,0
1.4845984379952744,1.7179011985015533,1.4845505110212616,1.7174418316238802,0
1.4754364309255428,1.6677208047358922,1.4756016688148679,1.6681220549496263,0
1.4656778280466196,1.6188270877334534,1.4658005559221503,1.6188022782753722,0
1.4655073721011358,1.6346961011465257,1.4653744205789885,1.6338126450892756,0
1.443902081011118,1.5345497597424074,1.4440676534209074,1.5351730917407678,0
1.424470103226013,1.3893697316255162,1.424465427635473,1.3893580998342774,0
1.3956630484393224,1.2143816918273138,1.3954882243004822,1.2135223742999803,0
1.3139720365664138,1.0983663370101233,1.3140963737566123,1.0977281160212966,0
1.26684096764026,0.9536152011476396,1.266795350665672,0.9540574622310783,0
1.1816556088849424,0.8133674339564333,1.1815682820333473,0.8125311465571319,0
1.08210933672265,0.6831986347437998,1.082278747076689,0.683870859580817,0
0.9682447651397541,0.5378041604997053,0.9680744751093739,0.5380558676743268,0
0.8568091907799963,0.40484756163342384,0.8568531505441902,0.405106904465468,0
0.7312257729451181,0.2939789138691215,0.7311432243115111,0.29360132241932846,0
0.611949225093125,0.15780562309478505,0.6118253282262567,0.15850802109419762,0
0.4648031301545996,0.04457806793124227,0.46480863483549645,0.044858100931786216,0
0.3324440884867572,-0.07100839463154097,0.3322805431122315,-0.07093615734689725,0
0.2215624959498204,-0.17372808956210345,0.22148535389020962,-0.17386438692794928,0
0.08259828639449732,-0.2642243552420562,0.08256523201952012,-0.26392658781136974,0
-0.01626616198586161,-0.3399238381449551,-0.016298167593976415,-0.3389784218808867,0
-0.14321322738460676,-0.4327790112241483,-0.14328649985614025,-0.4333292989968511,0
-0.2305292854584667,-0.49518283424041903,-0.23064424520427312,-0.49551510436873664,0
-0.3198908148781272,-0.5372142751723402,-0.31970653192505244,-0.536257528577903,0
-0.4060989093063452,-0.5863224383019828,-0.4062120065868621,-0.5855773052521571,0
-0.4793949658641974,-0.6487262613182535,-0.4795072856106613,-0.6477631106240427,0
-0.5592961903095305,-0.7027666853735808,-0.5591945947818849,-0.7035159016471124,0
-0.6112000257092188,-0.724640190348356,-0.611183106647603,-0.7249592828098316,0
-0.6940842292005109,-0.7660282928986663,-0.6942794985641195,-0.765701707018998,0
-0.754553475860739,-0.7986241042336255,-0.7543645819499086,-0.7978667787630767,0
-0.7782468522829284,-0.8138497792650867,-0.7782281611669594,-0.8128771455769802,1
-0.8178778596078136,-0.8187820401907714,-0.8178587480809903,-0.8193101599257958,1
-0.8502218752632844,-0.8265021007701038,-0.850245034161274,-0.8257431742746116,1
-0.8546111158594814,-0.845158913836824,-0.8545063875928901,-0.8450422173210589,1
-0.8533326962683561,-0.8402266529111393,-0.8532279815634052,-0.8407535410885151,1
-0.8173238777849926,-0.812991994756272,-0.8174326127378287,-0.8128771455769802,1
-0.7935452733900615,-0.7864006749830158,-0.7935690335207779,-0.7871450881817171,1
-0.8047527518055936,-0.7943351816895519,-0.8046485524429802,-0.7935781025305328,1
-0.8052215056556729,-0.7806106295485165,-0.8050746877861418,-0.7807120738329013,1
-0.8070112930832483,-0.790904043654293,-0.8072053645019497,-0.7914337644142609,1
-0.8034743322144682,-0.7838273214565716,-0.8033701464134952,-0.7828564119491733,1
-0.7790565180239745,-0.7630260471178147,-0.7790804318532827,-0.7635573689027261,0
-0.772067824259156,-0.7424392189062614,-0.7718361310195351,-0.7421139877400069,0
-0.7301782756566161,-0.7130600994793573,-0.7300748673896961,-0.7120932541122,0
-0.6933597914322066,-0.6615930289504743,-0.6934272278777963,-0.6606291393216741,0
-0.6541549239710297,-0.6302838943787371,-0.654222776306927,-0.6306084056938673,0
-0.5694383190657913,-0.5764579164506135,-0.5694218430177639,-0.5769999527870694,0
-0.5184293773798907,-0.5116951860351023,-0.518285601838369,-0.5126698092989119,0
-0.4558294314011205,-0.4430724253299249,-0.4556437063936104,-0.44190665146193875,0
-0.3768231006695752,-0.38388529422170936,-0.37680866790871,-0.38400952232259694,0
-0.29525993075577917,-0.2803078147823322,-0.2954168173648399,-0.2810812927415451,0
-0.23440715821821353,-0.2005338554625634,-0.23447946329272773,-0.1995964443232123,0
-0.1537388820182053,-0.1115387126730364,-0.15351374809201931,-0.11167858155606372,0
-0.08406501430187488,-0.030692522717249232,-0.08405368715667455,-0.03019373313773095,0
-0.07865303803277765,-0.014823509304176951,-0.0785139276955735,-0.015183366323827477,0
-0.05559887140615089,0.006192211161783639,-0.055502619164845855,0.006260014838891603,0
-0.008766100384593013,0.0943295694424959,-0.008627731417067202,0.09417787760604018,0
0.05136223438466828,0.17732022067031988,0.051457351968721726,0.177807064140645,0
0.09124892562777855,0.2502319039195709,0.09108793888275271,0.2507145600938901,0
0.16526941995393507,0.3188546646247483,0.1652354885928753,0.3193333798145913,0
0.19411908872699665,0.36774838162718726,0.1942126919278657,0.36865315648884545,0
0.24551155629023488,0.4136398528487747,0.24534893310726033,0.41368425693055566,0
0.26954584460339104,0.46832361528571315,0.2696386476674729,0.4694370479536254,0
0.2912363636661508,0.5013483188750798,0.29137155016871563,0.5016021196977042,0
0.32196104783952956,0.544023098188612,0.32205329487635276,0.5444888820231424,0
0.3480834214848571,0.6156481046746407,0.3480475508092118,0.6152520398601157,0
0.3907826358284431,0.6546772998257104,0.3906610851253741,0.6538501259530101,0
0.4044617254534841,0.6952076178672059,0.4042974161065461,0.6945925501621767,0
0.41946184865602126,0.7106477390258708,0.41963828846036455,0.711747255092352,0
0.4424734012962772,0.7325212440006461,0.4426495969910922,0.7331906362550712,0
0.48593966739453837,0.7902072522184359,0.4861154019935776,0.7910877653944127,0
0.5262098845149863,0.8438187840193557,0.5261721242507704,0.8446962183012107,0
0.5572754805793317,0.8982881003290903,0.5572800043015688,0.8983046712080086,0
0.5932842990626952,0.9583330159461205,0.5935015084703069,0.958346138463622,0
0.5991650291818716,0.9789198441576739,0.5990412679314081,0.9797895196263415,0
0.6353016896243476,1.0168768086727251,0.6352627721001458,1.016243267602964,0
0.6453159764214961,1.0582649112230351,0.6454900203360249,1.0591300299284023,0
0.6979016356031179,1.1002963521549565,0.6979046675449048,1.0998724541375686,0
0.7736266893841082,1.116594257822436,0.7737567586276736,1.1170271590677439,0
0.8581728383438633,1.1082308588614926,0.8581315565736751,1.1084498066026565,0
0.8809713210522649,1.0833551081058657,0.8811428651044028,1.0827177492073932,0
0.7878171468455993,1.0758494936537368,0.7878192249520073,1.0762847348585776,0
0.8153457820411648,1.1489756230301917,0.8155180222575128,1.1491922308118228,0
0.7846637118541568,1.1013685827909747,0.784836277549876,1.1020167922538409,0
0.7961694881742848,1.0749917091449221,0.7963419318152396,1.0741403967423058,0
0.813896906504556,1.0915040609396056,0.8138134808848664,1.091295101672481,0
0.8559142970662086,1.1586256987543573,0.8560008798578669,1.1577695832769106,0
0.9100766737435516,1.2070905235023888,0.9101200684393932,1.2070893599511643,0
0.9621083511023525,1.2508375334519395,0.9621085803051113,1.2499761222766028,0
0.9984154674903118,1.2701376849002706,0.9983300844738493,1.26927516532305,0
1.0351061097556087,1.326751462482042,1.034977723985749,1.3271722944623916,0
1.0687711589885758,1.3516272132376688,1.068642416095517,1.3507600137413827,0
1.066512617710921,1.341333799131892,1.066511739379709,1.3421826612762953,0
1.0628904288693992,1.337473768842226,1.0631026566344162,1.3378939850437515,0
1.0877769969099724,1.3591328276897976,1.0878185065377903,1.3593373662064705,0
1.0701348065524428,1.328038139245264,1.069920822125002,1.3271722944623916,0
1.073075171612031,1.3095957723057476,1.0729037695271335,1.3100175895322164,0
1.0810866010497497,1.2793588683700288,1.0810003410472042,1.2799968559044095,0
1.0510863546446754,1.2476208415438843,1.0511708670258906,1.247831784160331,0
1.0379612468424553,1.255769794377624,1.0379606713878802,1.2564091366254184,0
1.0342538300281918,1.279787760624436,1.0341254532994257,1.2799968559044095,0
1.0580750484094938,1.284505575422917,1.0579890325164765,1.2842855321369535,0
1.100177666943888,1.2684221158826412,1.1001764314894773,1.26927516532305,0
1.1404904980507067,1.2900811747302128,1.1406592890898317,1.2907185464857691,0
1.1485019274884254,1.3132413564682102,1.1483297252667408,1.3121619276484882,0
1.1003481228893714,1.2587720401584754,1.1001764314894773,1.2585534747416904,0
0.9859721834700254,1.1635579596800418,0.9859721595221622,1.1642025976257262,0
0.920389258445296,1.1549801145918948,0.9203473166752723,1.1556252451606386,0
0.9145085283261194,1.1742802660402258,0.9143814218710095,1.1749242882070858,0
0.9078181324658969,1.23046515136759,0.9079893917235852,1.2306770792301556,0
0.9266109004554393,1.276571068716381,0.9267393468226965,1.2757081796718657,0
0.9500059789730327,1.3123835719593955,0.9501767906965857,1.3121619276484882,0
0.9884864086659051,1.3364015382062076,0.9885289715811321,1.3357496469274797,0
1.0576489085457854,1.3552727974001313,1.057562897173315,1.3550486899739267,0
1.0853053857004633,1.4363334334831221,1.0852616944788205,1.4365335383922593,0
1.1113851453594201,1.4723603828533403,1.1112559504116795,1.472987286368882,0
1.1363995553591058,1.5210396537285755,1.1363979356582155,1.520162724926864,0
1.1594111079993616,1.562213310151682,1.159409244188943,1.5630494872523024,0
1.1531468520028474,1.5652155559325336,1.1530172140415187,1.5651938253685742,0
1.203644425852298,1.6059603201012327,1.2037273198777518,1.605936249577741,0
1.3001224909958895,1.654639590976468,1.3000339074322786,1.6552560262519946,0
1.3630207348792556,1.6730819579159844,1.3631019382201992,1.67241073118217,0
1.3271823723413756,1.6724386195343732,1.3273065693946227,1.67241073118217,0
1.3374097290703781,1.7078222305229804,1.3375338176305016,1.7088644791587926,0
1.3233471135679995,1.6031725204475848,1.3234713513061682,1.603791911461469,0
1.225803698765137,1.5118184702588173,1.2258863577221564,1.5115853724617763,0
1.2440850989182293,1.4326878493206596,1.2442101774781062,1.4322448621597157,0
1.3693702188485115,1.5429131587033509,1.3694939683676235,1.5437504442058552,0
1.5281499320662775,1.5851590457624758,1.5280163160237477,1.584492868415022,0
1.6974552999176415,1.6096059042636952,1.6976181826020735,1.6102249258102845,0
1.8131948869008547,1.6771564343328542,1.8131008605988737,1.6766994074147141,0
1.8419167137148038,1.663217436064615,1.8420780639338639,1.6638333787170825,0
1.8978262638333514,1.6998877238164443,1.8979017938880367,1.7002871266937052,0
1.755112023477394,1.7519981327269383,1.755146453928893,1.751751241484231,0
1.9235224976149705,1.7311968583881814,1.9234699144777339,1.7303078603215123,0
2.05775655468313,1.7399891496035322,2.0577025475736455,1.7410295509028713,0
2.0084095584656922,1.7271223819713115,2.008270847766897,1.72816352220524,0
1.9833951484660068,1.7419191647483654,1.9835549978635232,1.7410295509028713,0
1.9817758169839148,1.7539281478717714,1.9818504564908763,1.7538955796005031,0
1.8688061391148065,1.7725849609384916,1.8689245905530465,1.7731946226469504,0
1.6687760870900634,1.8386343681172248,1.6686409792670833,1.837524766135108,0
1.8045442476675733,1.8283409540114484,1.8045781537356411,1.8289474136700197,0
1.8097431540048163,1.7845939440618976,1.8096917778535808,1.78391631322831,0
1.7609501396101996,1.718115644628757,1.7611123487331557,1.7174418316238802,0
1.6743159053182732,1.7406324879851434,1.6741807387281842,1.7410295509028713,0
1.6912336579074985,1.7241201361904601,1.6912261524546495,1.7238748459726962,0
1.6235626475505975,1.6825175875129461,1.623470632891951,1.6831324217635297,0
1.5737042834967099,1.6462761920155244,1.573612797742041,1.6466786737869072,0
1.5047974675350548,1.6066036584828436,1.5045788721498579,1.605936249577741,0
1.4298394655087399,1.4865138272487832,1.4300051870965738,1.4858533150665134,0
1.400137517008261,1.344764937167151,1.4001757130752606,1.344326999392567,0
1.389526634401921,1.222959536915461,1.38952232949622,1.2220997267650677,0
1.3397108843344039,1.114664242677603,1.3396644943463096,1.114882820951472,0
1.232962848475439,0.9675541994158788,1.2331306585559039,0.9669234909287099,0
1.1733458815426276,0.7959972976529353,1.1734717105132766,0.7953764416269565,0
1.0729899436392893,0.6585373301153766,1.0729037695271335,0.6581388021855542,0
0.9478752796544905,0.5272963002667246,0.9480461139807778,0.527334177092967,0
0.8237407373562211,0.40184531585257227,0.8236145937775835,0.40081822823292423,0
0.7186120329793482,0.29247779097869575,0.7187852993598242,0.2914569843030564,0
0.5809688570015211,0.16724125269174694,0.5811435835186198,0.16708537355928527,0
0.4685105469688631,0.04993922111133425,0.46864385292395117,0.049146777164329955,0
0.34224530535205144,-0.05556827347287605,0.342081656004949,-0.05592579053299396,0
0.21338061056661828,-0.15228347684173552,0.21338878237013856,-0.15242100576523002,0
0.0852403535494895,-0.2464253266841508,0.08512204407848996,-0.2467718828811944,0
-0.036379963552900116,-0.2961768281954044,-0.036326528722572825,-0.29609165955544836,0
-0.130556873432466,-0.3495739138691206,-0.1305024395612915,-0.34970011246224625,0
-0.17704873256305712,-0.4164811055566686,-0.17695119196590847,-0.41617459406667573,0
-0.27182223825181484,-0.49818508002127054,-0.2719793734909506,-0.4976594424850085,0
-0.3724338600733782,-0.5494377044229499,-0.3725473144770938,-0.5491235572755345,0
-0.44973563135008976,-0.6202049264001641,-0.44967781158934766,-0.6198867151125077,0
-0.5167674319114278,-0.6656675053673442,-0.5165810604657226,-0.6649178155542179,0
-0.5822651289634155,-0.6989066550839145,-0.5822059033126126,-0.6992272254145686,0
-0.6607174778721397,-0.7304302357828554,-0.6606148064543513,-0.7292479590423754,0
-0.7113428936807029,-0.7617393703545926,-0.7113249122905844,-0.7614130307864542,0
-0.7479483079732581,-0.8005541193784586,-0.7479725518024841,-0.8000111168793487,0
-0.7745820494550358,-0.802913026777699,-0.7743929430785049,-0.8021554549956206,0
-0.800278283236655,-0.8234998549892523,-0.8003871990113639,-0.8235988361583397,1
-0.8178778596078136,-0.8295043465509553,-0.8178587480809903,-0.8300318505071554,1
-0.8060311713967189,-0.8342221613494363,-0.805926958472465,-0.8343205267396994,1
-0.7601359080753196,-0.8067730570673654,-0.7599043414110095,-0.8064441312281644,1
-0.7489710436461584,-0.7954074123255703,-0.7488248224888074,-0.7957224406468049,0
-0.7179480615681837,-0.7868295672374231,-0.7181430777811706,-0.7871450881817171,0
-0.7202492168322093,-0.7951929661983667,-0.7202737544969785,-0.7957224406468049,0
-0.7632041150940204,-0.8072019493217727,-0.7633134241563025,-0.8064441312281644,1
-0.7948663069675577,-0.7930485049263298,-0.7948474395502627,-0.7935781025305328,1
-0.7626927472575702,-0.7818973063117385,-0.7624611534699793,-0.7828564119491733,0
-0.7552779136290433,-0.7602382474641669,-0.7552168526362317,-0.7592686926701823,0
-0.7358033218575675,-0.7154190068785978,-0.7356146268507969,-0.7142375922284719,0
-0.6931467215003524,-0.6901143638685636,-0.6930010925346346,-0.6906498729494809,0
-0.6531321882981297,-0.6482973690638462,-0.6529443702774421,-0.6477631106240427,0
-0.6039982620125461,-0.6021914517150551,-0.6039388058138554,-0.6027320101823325,0
-0.5439977692023973,-0.5354987061547107,-0.5438537224280665,-0.536257528577903,0
-0.46878408325785714,-0.48188717435379086,-0.4688539020316207,-0.48264907567110515,0
-0.4141529527304348,-0.412192183012595,-0.41430857810693283,-0.4118859178341319,0
-0.3046776217437358,-0.2792355841463138,-0.30479179491439556,-0.2789369546252732,0
-0.2324469148451547,-0.2097550389323216,-0.23234878657691957,-0.21031813490457182,0
-0.16422192266543298,-0.13984560146392208,-0.1641671316710599,-0.1395549770675986,0
-0.08461899612469585,-0.08215959324613231,-0.08447982249983625,-0.08165784792825678,0
-0.06889443515385431,-0.041414829077433206,-0.06871281480285613,-0.04091542371909049,0
-0.03147935512025302,0.016914517521967612,-0.03163903994779499,0.016981705420251333,0
0.03137627477674231,0.10011961487699525,0.031428990840125466,0.10061089195485598,0
0.10961555375361243,0.19297478795618847,0.10983789398186405,0.19281743095454829,0
0.16292565070353865,0.25838085675331074,0.163104811877067,0.25929191255897777,0
0.20899136997042134,0.32914807873052493,0.20912742893852226,0.330055070395951,0
0.25292638991876176,0.374610657697705,0.25301936928416957,0.3750861708376612,0
0.3052563651821586,0.4513823712366223,0.3054340164930494,0.4522823430234501,0
0.3330832982823199,0.48891044349726637,0.3331328137985549,0.48873609100007265,0
0.3660665237333534,0.5367319298636867,0.36594523522199973,0.5359115295580549,0
0.40497309328993425,0.5950612764630875,0.40514968679286917,0.5959529968136684,0
0.42027151439706734,0.6593951146241913,0.42006442380352604,0.660283140301826,0
0.46991680851910095,0.7127922002979076,0.4699222589534361,0.711747255092352,0
0.49101073177266885,0.7310201211102203,0.49122902611151725,0.7310462981387993,0
0.5186672089273467,0.7685481933708642,0.5185016880738612,0.7675000461154218,0
0.5362667852985055,0.81958637164534,0.5363993724866492,0.8189641609059478,0
0.5693352387222806,0.8766290414815187,0.5692117939100944,0.8768612900452895,0
0.6086253341561991,0.9463240328227145,0.6084162454809637,0.9454801097659908,0
0.6460404141898004,0.9909288272810799,0.6459161556791865,0.9905112102077008,0
0.6616797471879002,1.0501159583892954,0.6616831633761667,1.0505526774633147,0
0.6782565878861587,1.0668427563111824,0.6783024417594701,1.0677073823934902,0
0.7012681405264146,1.1108042123879367,0.7013137502901977,1.1105941447189283,0
0.7150750721105681,1.1129486736599734,0.7149500812713696,1.1127384828352,0
0.7688539229105736,1.1489756230301917,0.7690692698528957,1.1491922308118228,0
0.801070096606932,1.1777114040754848,0.8010294205900175,1.1770686263233578,0
0.8135986085999601,1.1459733772493401,0.8138134808848664,1.144903554579279,0
0.8291100996389474,1.0788517394345885,0.8291543532386848,1.0784290729748494,0
0.8833577042890323,1.0902173841763834,0.8832735418202108,1.0891507635562092,0
0.9373496250208919,1.1256009951649906,0.9373927304017371,1.1256045115328317,0
0.9246932710687512,1.1148786888048066,0.9246086701068885,1.114882820951472,0
0.9604890196202605,1.0586938034774427,0.9604040389324647,1.0591300299284023,0
0.995901242294432,1.1281743486914346,0.9957732724148795,1.1277488496491037,0
1.0521943182903173,1.186074803036428,1.0520231377122138,1.1856459787884452,0
1.0978765116798623,1.2609165014305124,1.0980457547736693,1.2606978128579622,0
1.1542122016621186,1.2868644828221576,1.1542956200710033,1.2864298702532253,0
1.2080762804348657,1.3164580483762653,1.207988673309368,1.3164506038810324,0
1.2421674695315412,1.34412159878554,1.242079500762298,1.344326999392567,0
1.3051083274012782,1.3730718259580368,1.3051475315502183,1.3722033949041021,0
1.3427790913531046,1.3799341020285545,1.342647441748441,1.3807807473691895,0
1.3387733766342451,1.347552736820799,1.3388122236599866,1.3486156756251109,0
1.376699824504297,1.3863674858446648,1.3767382692013708,1.3872137617180051,0
1.389739704333775,1.3825074555549985,1.3899484648393812,1.3829250854854616,0
1.389782318320146,1.359561719944205,1.3899484648393812,1.3593373662064705,0
1.389910160279258,1.3569883664177607,1.3899484648393812,1.3571930280901987,0
1.4208053003981205,1.3443360449127437,1.420630209547018,1.344326999392567,0
1.4003505869401152,1.364279534742686,1.4001757130752606,1.3636260424390143,0
1.4346548459686452,1.3276092469908567,1.4346926758713516,1.3271722944623916,0
1.3982625016079442,1.3342570769341706,1.398471171702614,1.3336053088112072,0
1.4217001941119083,1.3091668800513403,1.421908615576503,1.3100175895322164,0
1.377935630109051,1.3085235416697292,1.3780166752308558,1.3078732514159446,0
1.3704781824941534,1.304020172998452,1.3703462390539465,1.3035845751834008,0
1.2921110615581708,1.279787760624436,1.291937335912208,1.2799968559044095,0
1.1633315947454792,1.1530500994470616,1.1632444622773974,1.1534809070443663,0
1.0943821647974532,1.1148786888048066,1.0942105366852146,1.114882820951472,0
1.0392396664335808,1.1545512223374874,1.0392390774173652,1.1534809070443663,0
1.0486999714079082,1.2212439678978317,1.048614054966921,1.2220997267650677,0
1.0683024051384964,1.2452619341446438,1.0682162807523556,1.245687446044059,0
1.0824928625999877,1.3351148614429855,1.082278747076689,1.3357496469274797,0
1.0853053857004633,1.3516272132376688,1.0852616944788205,1.3507600137413827,0
1.125106848970832,1.3803629942829618,1.1248922813928515,1.3807807473691895,0
1.1724936018152108,1.405024298911385,1.1726194398269534,1.4043684666481806,0
1.1851499557673515,1.4802948895598764,1.1849773647786406,1.4794203007176978,0
1.2294685015930296,1.513962931530854,1.2292954404674494,1.5137297105780485,0
1.2703779285090402,1.5128907008948358,1.2702044334109652,1.5137297105780485,0
1.3427790913531046,1.5772245390559396,1.342647441748441,1.5780598540662059,0
1.3918704036523173,1.6657907895910593,1.3920791415551892,1.6659777168333545,0
1.496743424110965,1.7170434139927386,1.496908435972949,1.7174418316238802,0
1.55755358266216,1.7442780721476059,1.5574196547018997,1.7431738890191435,0
1.6659635639895878,1.7603615316878818,1.6660841672081135,1.7603285939493183,0
1.7344016261011637,1.7753727605921394,1.734265822113973,1.775338960763222,0
1.8115329414323917,1.7758016528465468,1.811396319226227,1.775338960763222,0
1.7552824794228774,1.6087481197548805,1.755146453928893,1.6080805876940127,0
1.7506375549084554,1.4972361336089672,1.7504589651541151,1.4965750056478733,0
1.7973424839709007,1.5967391366314745,1.7973338529018934,1.597358897112653,0
1.8440047990469752,1.6520662374500237,1.8442087406496719,1.6531116881357228,0
1.8891330106136992,1.6254749176767676,1.8889529516816428,1.6252352926241882,0
1.9147866304089476,1.6702941582623365,1.9149472076145018,1.670266393065898,0
1.971037092418462,1.7271223819713115,1.9711970729118358,1.72816352220524,0
2.035597281770291,1.7644360081047519,2.035543509729241,1.764617270181863,0
2.03858026081625,1.741490272493958,2.0385264571313724,1.7410295509028713,0
1.9892758785851834,1.7275512742257189,1.989094757324624,1.72816352220524,0
2.0622736372384396,1.7320546428969963,2.062390036348423,1.7324521984377836,0
2.0823022108327365,1.761648208451104,2.0824183974770194,1.7624729320655907,0
2.090356254256826,1.776444991228158,2.0905149689970903,1.7774832988794942,0
2.089333518583926,1.8163319708880423,2.0892365629676055,1.8160813849723885,0
2.1137939467607905,1.8493566744774088,2.11395241287098,1.848246456716467,0
2.1111944935921687,1.956365291952045,2.1109694654688482,1.9554633625300628,0
2.122913339844151,1.9861733036333564,2.122901255077374,1.9854840961578697,0
2.1145609985154654,1.9627986757681553,2.1143785482141415,1.9618963768788786,0
2.11477406844732,1.9495030158815272,2.114804683557303,1.9490303481812474,0
2.116393399929412,1.947573000736694,2.1165092249299495,1.9468860100649752,0
2.118225801343358,1.8982503914798479,2.118213766302596,1.897566233390721,0
2.11779966147965,1.8109708177079502,2.1177876309594343,1.8117927087398449,0
2.094745494853023,1.6762986498240395,2.094776322428707,1.6766994074147141,0
2.016420987903411,1.639842808199414,2.016367419286968,1.6402456594380916,0
1.8908801840549039,1.550204327028276,1.8910836283974508,1.5501834585546712,0
1.8145585344647217,1.4335456338294743,1.8143792666283587,1.4343892002759875,0
1.7046144496279434,1.2877222673309723,1.7044363480926592,1.2885742083694973,0
1.5446841587781648,1.187575925926854,1.5446355944070504,1.187790316904717,0
1.42178542208465,1.034246944976223,1.421908615576503,1.0333979725331395,0
1.3521967823410612,0.9216627281942914,1.3520224192979968,0.9218923904869996,0
1.2627074109622882,0.8210874945357657,1.2625339972340561,0.8211084990222197,0
1.1865136033312185,0.6784808199453188,1.186681906151287,0.6795821833482732,0
1.0848366318503841,0.5607498961104987,1.0848355591356589,0.5616435869533177,0
0.9894239163660637,0.4569579705439179,0.9893812422674552,0.456571019255994,0
0.8614115013080474,0.3370825854370611,0.8615406393189681,0.3364880847447666,0
0.7550043773400492,0.22235390738309257,0.7550068035285622,0.22283816458235522,0
